S.No.,DIVISION,Distrcit ,Types of Institute,Type ,Institute Name,Trade/ Branch Name,Seats
674,Ujjain,Ratlam,Engineering,Private,"Shri Yogendra Sagar Institute of Technology & Science, Ratlam (2008)",Information Technology,37
675,Ujjain,Ratlam,Engineering,Private,"Shri Yogendra Sagar Institute of Technology & Science, Ratlam (2008)",Mechanical Engineering,37
676,Ujjain,Ratlam,Engineering,Private,"Srajan Institute of Tech., Management & Science, Ratlam (2009)",Civil Engineering,75
677,Ujjain,Ratlam,Engineering,Private,"Srajan Institute of Tech., Management & Science, Ratlam (2009)",Computer Science and Engineering,75
678,Ujjain,Ratlam,Engineering,Private,"Srajan Institute of Tech., Management & Science, Ratlam (2009)",ELECTRIC VEHICLES,75
679,Ujjain,Ratlam,Engineering,Private,"Srajan Institute of Tech., Management & Science, Ratlam (2009)",Information Technology,37
680,Ujjain,Ratlam,Engineering,Private,"Srajan Institute of Tech., Management & Science, Ratlam (2009)",Mechanical Engineering,75
681,Indore,Indore,Engineering,Private,"Sri Aurobindo Institute of Technology, Indore (2009)",Civil Engineering,37
682,Indore,Indore,Engineering,Private,"Sri Aurobindo Institute of Technology, Indore (2009)",Computer Science and Engineering,225
683,Indore,Indore,Engineering,Private,"Sri Aurobindo Institute of Technology, Indore (2009)",COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),37
684,Indore,Indore,Engineering,Private,"Sri Aurobindo Institute of Technology, Indore (2009)",Electrical & Electronics Engineering,37
685,Indore,Indore,Engineering,Private,"Sri Aurobindo Institute of Technology, Indore (2009)",Electronics and Communication Engineering,37
686,Indore,Indore,Engineering,Private,"Sri Aurobindo Institute of Technology, Indore (2009)",Mechanical Engineering,37
687,Indore,Khandwa,Engineering,Private,"Sri Parashuram Institute of Technology & Research, Khandwa (2013)",Civil Engineering,37
688,Indore,Khandwa,Engineering,Private,"Sri Parashuram Institute of Technology & Research, Khandwa (2013)",Computer Science and Engineering,37
689,Indore,Khandwa,Engineering,Private,"Sri Parashuram Institute of Technology & Research, Khandwa (2013)",Electrical & Electronics Engineering,37
690,Indore,Khandwa,Engineering,Private,"Sri Parashuram Institute of Technology & Research, Khandwa (2013)",Mechanical Engineering,37
691,Jabalpur,Jabalpur,Engineering,Private,"St. Aloysius Institute of Technology, Jabalpur (2009)",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,30
692,Jabalpur,Jabalpur,Engineering,Private,"St. Aloysius Institute of Technology, Jabalpur (2009)",Civil Engineering,60
693,Jabalpur,Jabalpur,Engineering,Private,"St. Aloysius Institute of Technology, Jabalpur (2009)",Computer Science and Engineering,60
694,Jabalpur,Jabalpur,Engineering,Private,"St. Aloysius Institute of Technology, Jabalpur (2009)",DATA SCIENCE,30
695,Jabalpur,Jabalpur,Engineering,Private,"St. Aloysius Institute of Technology, Jabalpur (2009)",Electrical & Electronics Engineering,15
696,Jabalpur,Jabalpur,Engineering,Private,"St. Aloysius Institute of Technology, Jabalpur (2009)",Mechanical Engineering,60
697,Bhopal,Bhopal,Engineering,Private,"Surabhi College of Engineering & Technology, Bhopal (2008)",Civil Engineering,37
698,Bhopal,Bhopal,Engineering,Private,"Surabhi College of Engineering & Technology, Bhopal (2008)",Computer Science and Engineering,75
699,Bhopal,Bhopal,Engineering,Private,"Surabhi College of Engineering & Technology, Bhopal (2008)",Electrical & Electronics Engineering,37
700,Bhopal,Bhopal,Engineering,Private,"Surabhi College of Engineering & Technology, Bhopal (2008)",Mechanical Engineering,37
701,Indore,Indore,Engineering,Private,"Sushila Devi Bansal College of Engineering, Indore (2006)",Civil Engineering,37
702,Indore,Indore,Engineering,Private,"Sushila Devi Bansal College of Engineering, Indore (2006)",Computer Science and Engineering,225
703,Indore,Indore,Engineering,Private,"Sushila Devi Bansal College of Engineering, Indore (2006)",COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),75
704,Indore,Indore,Engineering,Private,"Sushila Devi Bansal College of Engineering, Indore (2006)",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),75
705,Indore,Indore,Engineering,Private,"Sushila Devi Bansal College of Engineering, Indore (2006)",Mechanical Engineering,37
706,Indore,Indore,Engineering,Private,"Sushila Devi Bansal College of Technology, indore (2005)",Civil Engineering,37
707,Indore,Indore,Engineering,Private,"Sushila Devi Bansal College of Technology, indore (2005)",Computer Science and Engineering,225
708,Indore,Indore,Engineering,Private,"Sushila Devi Bansal College of Technology, indore (2005)",Electronics and Communication Engineering,37
709,Indore,Indore,Engineering,Private,"Sushila Devi Bansal College of Technology, indore (2005)",Information Technology,150
710,Indore,Indore,Engineering,Private,"Sushila Devi Bansal College of Technology, indore (2005)",Mechanical Engineering,75
711,Indore,Indore,Engineering,Private,"Swami Vivekanand College of Engineering, Indore (2004)",Civil Engineering,75
712,Indore,Indore,Engineering,Private,"Swami Vivekanand College of Engineering, Indore (2004)",Computer Science and Engineering,225
713,Indore,Indore,Engineering,Private,"Swami Vivekanand College of Engineering, Indore (2004)",Electrical & Electronics Engineering,75
714,Indore,Indore,Engineering,Private,"Swami Vivekanand College of Engineering, Indore (2004)",Electronics and Communication Engineering,75
715,Indore,Indore,Engineering,Private,"Swami Vivekanand College of Engineering, Indore (2004)",Information Technology,150
716,Indore,Indore,Engineering,Private,"Swami Vivekanand College of Engineering, Indore (2004)",Mechanical Engineering,75
717,Bhopal,Bhopal,Engineering,Private,"Swami Vivekanand College of Science & Technology, Bhopal (2006)",Civil Engineering,37
718,Bhopal,Bhopal,Engineering,Private,"Swami Vivekanand College of Science & Technology, Bhopal (2006)",Computer Science and Engineering,37
719,Bhopal,Bhopal,Engineering,Private,"Swami Vivekanand College of Science & Technology, Bhopal (2006)",Electronics and Communication Engineering,37
720,Bhopal,Bhopal,Engineering,Private,"Swami Vivekanand College of Science & Technology, Bhopal (2006)",Information Technology,18
721,Bhopal,Bhopal,Engineering,Private,"Swami Vivekanand College of Science & Technology, Bhopal (2006)",Mechanical Engineering,37
722,Ujjain,Dewas,Engineering,Private,"Synergy Institute of Technology, Dewas (2008)",Civil Engineering,37
723,Ujjain,Dewas,Engineering,Private,"Synergy Institute of Technology, Dewas (2008)",Computer Science and Engineering,37
724,Ujjain,Dewas,Engineering,Private,"Synergy Institute of Technology, Dewas (2008)",Electrical & Electronics Engineering,37
725,Ujjain,Dewas,Engineering,Private,"Synergy Institute of Technology, Dewas (2008)",Electronics and Communication Engineering,75
726,Ujjain,Dewas,Engineering,Private,"Synergy Institute of Technology, Dewas (2008)",Mechanical Engineering,75
727,Jabalpur,Jabalpur,Engineering,Private,"Takshshila Institute of Engineering & Technology, Jabalpur (2004)",Civil Engineering,75
728,Jabalpur,Jabalpur,Engineering,Private,"Takshshila Institute of Engineering & Technology, Jabalpur (2004)",Computer Science and Engineering,150
729,Jabalpur,Jabalpur,Engineering,Private,"Takshshila Institute of Engineering & Technology, Jabalpur (2004)",Electrical & Electronics Engineering,75
730,Jabalpur,Jabalpur,Engineering,Private,"Takshshila Institute of Engineering & Technology, Jabalpur (2004)",Electronics and Communication Engineering,75
731,Jabalpur,Jabalpur,Engineering,Private,"Takshshila Institute of Engineering & Technology, Jabalpur (2004)",Mechanical Engineering,112
732,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology & Science, Bhopal (2007)",Civil Engineering,37
733,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology & Science, Bhopal (2007)",Computer Science and Engineering,225
734,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology & Science, Bhopal (2007)",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE),75
735,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology & Science, Bhopal (2007)",COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),225
736,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology & Science, Bhopal (2007)",Electrical & Electronics Engineering,37
737,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology & Science, Bhopal (2007)",Electronics and Communication Engineering,37
738,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology & Science, Bhopal (2007)",Mechanical Engineering,37
739,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology (Excellence), Bhopal (2007)",Civil Engineering,37
740,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology (Excellence), Bhopal (2007)",Computer Science and Engineering,300
741,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology (Excellence), Bhopal (2007)",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE),75
742,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology (Excellence), Bhopal (2007)",COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),225
743,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology (Excellence), Bhopal (2007)",COMPUTER SCIENCE AND ENGINEERING(CYBER SECURITY),75
744,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology (Excellence), Bhopal (2007)",Electrical & Electronics Engineering,37
745,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology (Excellence), Bhopal (2007)",Electronics and Communication Engineering,37
746,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology (Excellence), Bhopal (2007)",Mechanical Engineering,37
747,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology, Bhopal (2000)",Civil Engineering,75
748,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology, Bhopal (2000)",Computer Science and Engineering,300
749,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology, Bhopal (2000)",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND DATA SCIENCE),150
750,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology, Bhopal (2000)",COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE),150
751,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology, Bhopal (2000)",COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),300
752,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology, Bhopal (2000)",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),225
753,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology, Bhopal (2000)",Electrical & Electronics Engineering,75
754,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology, Bhopal (2000)",Electronics and Communication Engineering,75
755,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology, Bhopal (2000)",Information Technology,150
756,Bhopal,Bhopal,Engineering,Private,"Technocrats Institute of Technology, Bhopal (2000)",Mechanical Engineering,75
757,Bhopal,Bhopal,Engineering,Private,"TECHNOCRATS INSTITUTE OF TECHNOLOGY-COMPUTER SCIENCE AND ENGINEERING, BHOPAL",Civil Engineering,75
758,Bhopal,Bhopal,Engineering,Private,"TECHNOCRATS INSTITUTE OF TECHNOLOGY-COMPUTER SCIENCE AND ENGINEERING, BHOPAL",Computer Science and Engineering,225
759,Bhopal,Bhopal,Engineering,Private,"TECHNOCRATS INSTITUTE OF TECHNOLOGY-COMPUTER SCIENCE AND ENGINEERING, BHOPAL",COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),75
760,Indore,Burhanpur,Engineering,Private,"Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)",Civil Engineering,75
761,Indore,Burhanpur,Engineering,Private,"Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)",Computer Science and Engineering,112
762,Indore,Burhanpur,Engineering,Private,"Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)",Electrical Engineering,37
763,Indore,Burhanpur,Engineering,Private,"Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)",Electronics and Communication Engineering,37
764,Indore,Burhanpur,Engineering,Private,"Thakur Shiv Kumar Singh Memorial Engineering College, Burhanpur (2011)",Mechanical Engineering,75
765,Bhopal,Bhopal,Engineering,Private,"Truba Institute of Engineering & Information Technology, Bhopal (2001)",ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,75
766,Bhopal,Bhopal,Engineering,Private,"Truba Institute of Engineering & Information Technology, Bhopal (2001)",Civil Engineering,75
767,Bhopal,Bhopal,Engineering,Private,"Truba Institute of Engineering & Information Technology, Bhopal (2001)",Computer Science and Engineering,225
768,Bhopal,Bhopal,Engineering,Private,"Truba Institute of Engineering & Information Technology, Bhopal (2001)",Electrical & Electronics Engineering,37
769,Bhopal,Bhopal,Engineering,Private,"Truba Institute of Engineering & Information Technology, Bhopal (2001)",Electronics and Communication Engineering,75
770,Bhopal,Bhopal,Engineering,Private,"Truba Institute of Engineering & Information Technology, Bhopal (2001)",Information Technology,37
771,Bhopal,Bhopal,Engineering,Private,"Truba Institute of Engineering & Information Technology, Bhopal (2001)",Mechanical Engineering,37
772,Bhopal,Raisen,Engineering,Private,"Vaishnavi Institutes of Technology and Science, Raisen (2010)",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,75
773,Bhopal,Raisen,Engineering,Private,"Vaishnavi Institutes of Technology and Science, Raisen (2010)",Civil Engineering,37
774,Bhopal,Raisen,Engineering,Private,"Vaishnavi Institutes of Technology and Science, Raisen (2010)",Computer Science and Engineering,225
775,Bhopal,Raisen,Engineering,Private,"Vaishnavi Institutes of Technology and Science, Raisen (2010)",Electrical Engineering,37
776,Bhopal,Raisen,Engineering,Private,"Vaishnavi Institutes of Technology and Science, Raisen (2010)",Mechanical Engineering,75
777,Bhopal,Bhopal,Engineering,Private,"Vidhyapeeth Institute of Science & Technology, Bhopal (2009)",Civil Engineering,75
778,Bhopal,Bhopal,Engineering,Private,"Vidhyapeeth Institute of Science & Technology, Bhopal (2009)",Computer Science and Engineering,75
779,Bhopal,Bhopal,Engineering,Private,"Vidhyapeeth Institute of Science & Technology, Bhopal (2009)",COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),75
780,Bhopal,Bhopal,Engineering,Private,"Vidhyapeeth Institute of Science & Technology, Bhopal (2009)",Electrical & Electronics Engineering,75
781,Bhopal,Bhopal,Engineering,Private,"Vidhyapeeth Institute of Science & Technology, Bhopal (2009)",Electronics and Communication Engineering,37
782,Bhopal,Bhopal,Engineering,Private,"Vidhyapeeth Institute of Science & Technology, Bhopal (2009)",Mechanical Engineering,112
783,Indore,Indore,Engineering,Private,Vikrant Institute of Technology & Management Indore (2007),Civil Engineering,75
784,Indore,Indore,Engineering,Private,Vikrant Institute of Technology & Management Indore (2007),Computer Science and Engineering,112
785,Indore,Indore,Engineering,Private,Vikrant Institute of Technology & Management Indore (2007),Electrical & Electronics Engineering,75
786,Indore,Indore,Engineering,Private,Vikrant Institute of Technology & Management Indore (2007),Electronics and Communication Engineering,75
787,Indore,Indore,Engineering,Private,Vikrant Institute of Technology & Management Indore (2007),Fire Tech & Safety,75
788,Indore,Indore,Engineering,Private,Vikrant Institute of Technology & Management Indore (2007),Information Technology,37
789,Indore,Indore,Engineering,Private,Vikrant Institute of Technology & Management Indore (2007),Mechanical Engineering,150
790,Rewa,Satna,Engineering,Private,"Vindhya Institute of Technology & Science, Satna (2002)",Computer Science and Engineering,150
791,Rewa,Satna,Engineering,Private,"Vindhya Institute of Technology & Science, Satna (2002)",Electrical Engineering,75
792,Rewa,Satna,Engineering,Private,"Vindhya Institute of Technology & Science, Satna (2002)",Mechanical Engineering,150
793,Bhopal,Bhopal,Engineering,Private,"VNS GROUP OF INSTITUTIONS, BHOPAL (2006)",ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,75
794,Bhopal,Bhopal,Engineering,Private,"VNS GROUP OF INSTITUTIONS, BHOPAL (2006)",Civil Engineering,75
795,Bhopal,Bhopal,Engineering,Private,"VNS GROUP OF INSTITUTIONS, BHOPAL (2006)",Computer Science and Engineering,112
796,Bhopal,Bhopal,Engineering,Private,"VNS GROUP OF INSTITUTIONS, BHOPAL (2006)",Electrical & Electronics Engineering,75
797,Bhopal,Bhopal,Engineering,Private,"VNS GROUP OF INSTITUTIONS, BHOPAL (2006)",Electronics and Communication Engineering,37
798,Bhopal,Bhopal,Engineering,Private,"VNS GROUP OF INSTITUTIONS, BHOPAL (2006)",Mechanical Engineering,75
799,Bhopal,Bhopal,Engineering,Private,"VNS GROUP OF INSTITUTIONS, BHOPAL (2006)",MINING Eng,75
800,Indore,Indore,Engineering,SFI UNI,"Institute of Engineering and Technology, DAVV, Indore (1996)",Civil Engineering,75
801,Indore,Indore,Engineering,SFI UNI,"Institute of Engineering and Technology, DAVV, Indore (1996)",Computer Science and Engineering,150
802,Indore,Indore,Engineering,SFI UNI,"Institute of Engineering and Technology, DAVV, Indore (1996)",Electronics & Instrumentation,75
803,Indore,Indore,Engineering,SFI UNI,"Institute of Engineering and Technology, DAVV, Indore (1996)",Electronics & Telecommunication,150
804,Indore,Indore,Engineering,SFI UNI,"Institute of Engineering and Technology, DAVV, Indore (1996)",Information Technology,150
805,Indore,Indore,Engineering,SFI UNI,"Institute of Engineering and Technology, DAVV, Indore (1996)",Mechanical Engineering,75
806,Gwalior,Gwalior,Engineering,SFI UNI,"Institute of Engineering Jiwaji University, Gwalior (1996)",Chemical Engineering,50
807,Gwalior,Gwalior,Engineering,SFI UNI,"Institute of Engineering Jiwaji University, Gwalior (1996)",Computer Science and Engineering,75
808,Gwalior,Gwalior,Engineering,SFI UNI,"Institute of Engineering Jiwaji University, Gwalior (1996)",Electronics,37
809,Gwalior,Gwalior,Engineering,SFI UNI,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",Automobile Engineering,18
810,Gwalior,Gwalior,Engineering,SFI UNI,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",Computer Science and Engineering,107
811,Gwalior,Gwalior,Engineering,SFI UNI,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",Electrical Engineering,18
812,Gwalior,Gwalior,Engineering,SFI UNI,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",Electronics and Communication Engineering,56
813,Gwalior,Gwalior,Engineering,SFI UNI,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",Information Technology,37
814,Gwalior,Gwalior,Engineering,SFI UNI,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",Mechanical Engineering,18
815,Ujjain,Ujjain,Engineering,SFI UNI,"School of Engineering and Technology, Vikram University, Ujjain (2011)",AGRICULTURAL ENGINEERING,37
816,Ujjain,Ujjain,Engineering,SFI UNI,"School of Engineering and Technology, Vikram University, Ujjain (2011)",Civil Engineering,67
817,Ujjain,Ujjain,Engineering,SFI UNI,"School of Engineering and Technology, Vikram University, Ujjain (2011)",Electrical Engineering,67
818,Ujjain,Ujjain,Engineering,SFI UNI,"School of Engineering and Technology, Vikram University, Ujjain (2011)",Electronics and Communication Engineering,67
819,Ujjain,Ujjain,Engineering,SFI UNI,"School of Engineering and Technology, Vikram University, Ujjain (2011)",ELECTRONICS AND COMPUTER SCIENCE,67
820,Ujjain,Ujjain,Engineering,SFI UNI,"School of Engineering and Technology, Vikram University, Ujjain (2011)",Mechanical Engineering,67
821,Bhopal,Bhopal,Engineering,SFI UNI,"SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL",COMPUTER SCIENCE AND BUSINESS SYSTEM,75
822,Bhopal,Bhopal,Engineering,SFI UNI,"SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL",COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),75
823,Bhopal,Bhopal,Engineering,SFI UNI,"SCHOOL OF INFORMATION TECHNOLOGY, RGPV BHOPAL",COMPUTER SCIENCE AND ENGINEERING(DATA SCIENCE),75
824,Bhopal,Bhopal,Engineering,SFI UNI,"University Institute of Technology Barkatullah University, Bhopal (1997)",Civil Engineering,75
825,Bhopal,Bhopal,Engineering,SFI UNI,"University Institute of Technology Barkatullah University, Bhopal (1997)",Computer Science and Engineering,112
826,Bhopal,Bhopal,Engineering,SFI UNI,"University Institute of Technology Barkatullah University, Bhopal (1997)",Electronics and Communication Engineering,75
827,Bhopal,Bhopal,Engineering,SFI UNI,"University Institute of Technology Barkatullah University, Bhopal (1997)",Information Technology,112
828,Bhopal,Bhopal,Engineering,SFI UNI,"University Institute of Technology Barkatullah University, Bhopal (1997)",Mechanical Engineering,75
829,Bhopal,Bhopal,Engineering,SFI UNI,"University Institute of Technology RGPV, Bhopal (1986)",Automobile Engineering,75
830,Bhopal,Bhopal,Engineering,SFI UNI,"University Institute of Technology RGPV, Bhopal (1986)",Civil Engineering,75
831,Bhopal,Bhopal,Engineering,SFI UNI,"University Institute of Technology RGPV, Bhopal (1986)",Computer Science and Engineering,150
832,Bhopal,Bhopal,Engineering,SFI UNI,"University Institute of Technology RGPV, Bhopal (1986)",Electrical & Electronics Engineering,75
833,Bhopal,Bhopal,Engineering,SFI UNI,"University Institute of Technology RGPV, Bhopal (1986)",Electronics and Communication Engineering,150
834,Bhopal,Bhopal,Engineering,SFI UNI,"University Institute of Technology RGPV, Bhopal (1986)",Information Technology,75
835,Bhopal,Bhopal,Engineering,SFI UNI,"University Institute of Technology RGPV, Bhopal (1986)",Mechanical Engineering,75
836,Bhopal,Bhopal,Engineering,SFI UNI,"University Institute of Technology RGPV, Bhopal (1986)",Petrochemical Technology,75
837,Gwalior,Shivpuri,Engineering,SFI UNI,"UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)",Civil Engineering,75
838,Gwalior,Shivpuri,Engineering,SFI UNI,"UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)",Computer Science and Engineering,75
839,Gwalior,Shivpuri,Engineering,SFI UNI,"UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)",Electrical & Electronics Engineering,75
840,Gwalior,Shivpuri,Engineering,SFI UNI,"UNIVERSITY INSTITUTE OF TECHNOLOGY RGPV, SHIVPURI (2020)",Mechanical Engineering,75
841,Indore,Jhabua,Engineering,SFI UNI,"University Institute of Technology, Jhabua (Constituent College of RGPV)* (2015)",Computer Science and Engineering,75
842,Indore,Jhabua,Engineering,SFI UNI,"University Institute of Technology, Jhabua (Constituent College of RGPV)* (2015)",Mechanical Engineering,75
843,Shahdol,Shahdol,Engineering,SFI UNI,"University Institute of Technology, Shahdol (Constituent College of RGPV)* (2015)",Mechanical Engineering,75
844,Shahdol,Shahdol,Engineering,SFI UNI,"University Institute of Technology, Shahdol (Constituent College of RGPV)* (2015)",MINING Eng,75
1,Gwalior,Gwalior,Diploma,Government,"Dr. B.R.A. Govt Polytechnic College, Gwalior",Civil Engineering,75
2,Gwalior,Gwalior,Diploma,Government,"Dr. B.R.A. Govt Polytechnic College, Gwalior",Computer Science & Engineering,75
3,Gwalior,Gwalior,Diploma,Government,"Dr. B.R.A. Govt Polytechnic College, Gwalior",Electrical Engineering,75
4,Gwalior,Gwalior,Diploma,Government,"Dr. B.R.A. Govt Polytechnic College, Gwalior",Hotel Management And Catering Technology,50
5,Gwalior,Gwalior,Diploma,Government,"Dr. B.R.A. Govt Polytechnic College, Gwalior",Information Technology,75
6,Gwalior,Gwalior,Diploma,Government,"Dr. B.R.A. Govt Polytechnic College, Gwalior",Mechanical Engineering,75
7,Gwalior,Gwalior,Diploma,Government,"Dr. B.R.A. Govt Polytechnic College, Gwalior",Textile Tech,75
8,Ujjain,Ratlam,Diploma,Government,"G.T. Govt Polytechnic College, Jaora",Civil Engineering,75
9,Ujjain,Ratlam,Diploma,Government,"G.T. Govt Polytechnic College, Jaora",Computer Science & Engineering,75
10,Ujjain,Ratlam,Diploma,Government,"G.T. Govt Polytechnic College, Jaora",Electrical Engineering,75
11,Ujjain,Ratlam,Diploma,Government,"G.T. Govt Polytechnic College, Jaora",Mechanical Engineering,75
12,Indore,Dhar,Diploma,Government,Government Polytechnic College Dhar (Declared Autonomous By Government Of Mp),Computer Science & Engineering,60
13,Indore,Dhar,Diploma,Government,Government Polytechnic College Dhar (Declared Autonomous By Government Of Mp),Industrial Electronics,37
14,Indore,Dhar,Diploma,Government,Government Polytechnic College Dhar (Declared Autonomous By Government Of Mp),Information Technology,37
15,Indore,Dhar,Diploma,Government,Government Polytechnic College Dhar (Declared Autonomous By Government Of Mp),Manufacturing,37
16,Indore,Dhar,Diploma,Government,Government Polytechnic College Dhar (Declared Autonomous By Government Of Mp),Mechatronics,60
17,Narmadapuram,Narmadapuram,Diploma,Government,Government Polytechnic College Hoshangabad (Mp),Civil Engineering,75
18,Narmadapuram,Narmadapuram,Diploma,Government,Government Polytechnic College Hoshangabad (Mp),Computer Science & Engineering,75
19,Narmadapuram,Narmadapuram,Diploma,Government,Government Polytechnic College Hoshangabad (Mp),Electrical Engineering,75
20,Narmadapuram,Narmadapuram,Diploma,Government,Government Polytechnic College Hoshangabad (Mp),Mechanical Engineering,75
21,Narmadapuram,Narmadapuram,Diploma,Government,Government Polytechnic College Hoshangabad (Mp),Modern Office Management,75
22,Ujjain,Agar Malwa,Diploma,Government,"Government Polytechnic College, Agar Malwa",Civil Engineering,75
23,Ujjain,Agar Malwa,Diploma,Government,"Government Polytechnic College, Agar Malwa",Computer Science & Engineering,75
24,Ujjain,Agar Malwa,Diploma,Government,"Government Polytechnic College, Agar Malwa",Electronics & Telecommunication,75
25,Ujjain,Agar Malwa,Diploma,Government,"Government Polytechnic College, Agar Malwa",Mechanical Engineering,75
26,Bhopal,Raisen,Diploma,Government,"Government Polytechnic College, Bareli",Civil Engineering,75
27,Bhopal,Raisen,Diploma,Government,"Government Polytechnic College, Bareli",Computer Science & Engineering,75
28,Bhopal,Raisen,Diploma,Government,"Government Polytechnic College, Bareli",Electronics & Telecommunication,75
29,Bhopal,Raisen,Diploma,Government,"Government Polytechnic College, Bareli",Mechanical Engineering,75
30,Gwalior,Datia,Diploma,Government,"Government Polytechnic College, Datia",Computer Science & Engineering,75
31,Gwalior,Datia,Diploma,Government,"Government Polytechnic College, Datia",Electrical Engineering,75
32,Gwalior,Datia,Diploma,Government,"Government Polytechnic College, Datia",Electronics & Telecommunication,75
33,Gwalior,Datia,Diploma,Government,"Government Polytechnic College, Datia",Mechanical Engineering,75
34,Indore,Khandwa,Diploma,Government,"Government Polytechnic College, Harsud",Civil Engineering,67
35,Indore,Khandwa,Diploma,Government,"Government Polytechnic College, Harsud",Computer Science & Engineering,67
36,Indore,Khandwa,Diploma,Government,"Government Polytechnic College, Harsud",Electronics & Telecommunication,67
37,Indore,Khandwa,Diploma,Government,"Government Polytechnic College, Harsud",Mechanical Engineering,67
38,Indore,Jhabua,Diploma,Government,"Government Polytechnic College, Jhabua",Civil Engineering,54
39,Indore,Jhabua,Diploma,Government,"Government Polytechnic College, Jhabua",Computer Science And Engineering,54
40,Indore,Jhabua,Diploma,Government,"Government Polytechnic College, Jhabua",Electrical Engineering,54
41,Indore,Jhabua,Diploma,Government,"Government Polytechnic College, Jhabua",Mechanical Engineering,54
42,Bhopal,Vidisha,Diploma,Government,"Government Polytechnic College, Lateri",Civil Engineering,67
43,Bhopal,Vidisha,Diploma,Government,"Government Polytechnic College, Lateri",Computer Science & Engineering,67
44,Bhopal,Vidisha,Diploma,Government,"Government Polytechnic College, Lateri",Electronics & Telecommunication,67
45,Bhopal,Vidisha,Diploma,Government,"Government Polytechnic College, Lateri",Mechanical Engineering,67
